locus_tag	logFC_M90T_37vs30	FDR_M90T_37vs30	logFC_enr37vs30	FDR_enr37vs30	gene_name	seq	description	type
EKN05_000680	0.604381770630725	0.000576970768601257	0.111601149912051	0.792429904013749	EKN05_000680	CP037923.1	YqgE/AlgH family protein	CDS
EKN05_003100	0.696187149510291	0.000581086895093331	2.07707867173215	0.0681564138881944	hda	CP037923.1	DnaA inactivator Hda	CDS
EKN05_016955	-0.699377328705897	0.00058234880383075	0.693966223511289	1.10236412622154e-05	tsr	CP037923.1	methyl-accepting chemotaxis protein	CDS
EKN05_014125	0.698678425721119	0.000588088262852333	NA	NA	lpxH	CP037923.1	UDP-2	CDS
EKN05_014660	1.06118458013266	0.000589113889723521	NA	NA	thiL	CP037923.1	thiamine-phosphate kinase	CDS
EKN05_003185	-0.697948699486272	0.000612287447725268	-0.605033398160515	0.0323815462382891	gcvR	CP037923.1	glycine cleavage system transcriptional repressor	CDS
EKN05_014715	0.535644870122849	0.000616831201959453	0.114102457987985	0.463680980580051	tgt	CP037923.1	tRNA guanosine(34) transglycosylase Tgt	CDS
EKN05_009720	-0.519210706265466	0.000634307388027065	0.150662855165029	0.15461029935847	pdeR	CP037923.1	cyclic di-GMP phosphodiesterase	pseudo
EKN05_022140	-0.541130349161827	0.000634596223792405	0.235875352068411	0.401456302732941	phoB	CP037923.1	transcriptional regulator PhoB	CDS
EKN05_009495	0.519545957885952	0.000636642592009504	0.792604554728212	6.11317224104346e-05	mpaA	CP037923.1	murein tripeptide amidase MpaA	CDS
EKN05_016695	-1.31730987924823	0.000639987852894598	NA	NA	thrL	CP037923.1	thr operon leader peptide	CDS
EKN05_024215	1.05960969329856	0.000643536015218335	0.974560805957665	9.65332807809318e-10	EKN05_024215	CP037924.1	conjugative relaxase	CDS
EKN05_003595	-0.522970064734835	0.000646342198842188	0.405697408942936	0.00395030358694344	EKN05_003595	CP037923.1	ion channel protein	CDS
EKN05_014670	0.664162953691848	0.000650784476429583	NA	NA	ribE	CP037923.1	6	CDS
EKN05_001455	0.560469327812125	0.000652988073156277	1.67956938114526	8.29333254627672e-08	bamE	CP037923.1	outer membrane protein assembly factor BamE	CDS
EKN05_023010	0.535107594869387	0.000668264189373001	-0.53693907449739	0.144640925797516	greA	CP037923.1	transcription elongation factor GreA	CDS
EKN05_020170	-0.529607299397044	0.000669397073945217	NA	NA	glmU	CP037923.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	CDS
EKN05_019555	-0.565941269772988	0.000677131602666412	0.111376983440314	0.24304836807876	yicI	CP037923.1	alpha-xylosidase	CDS
EKN05_014305	-0.511035041447116	0.000679050597975012	NA	NA	hemH	CP037923.1	ferrochelatase	CDS
EKN05_007365	-0.654698099939149	0.000681482903297503	0.307735241782343	0.0996824277498932	sfcA	CP037923.1	NAD-dependent malic enzyme	CDS
EKN05_005750	1.15134934370147	0.000687153708232453	-1.7306815635745	6.12513092966314e-08	EKN05_005750	CP037923.1	DUF968 domain-containing protein	pseudo
EKN05_007645	0.626133109367297	0.000688292885937965	-0.926970456236238	0.00679561811026548	EKN05_007645	CP037923.1	hypothetical protein	CDS
EKN05_002050	0.727473904917611	0.000691837708595801	-0.226199264559586	0.0992550919508076	cysJ	CP037923.1	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	CDS
EKN05_002220	1.12007897197655	0.000695628166677321	-1.68100124410564	5.14170836474921e-07	EKN05_002220	CP037923.1	hypothetical protein	CDS
EKN05_012190	0.741785046913665	0.000696196798157467	-0.085874906817319	0.732626800148313	ybjN	CP037923.1	YbjN domain-containing protein	CDS
EKN05_007845	-0.537096809885617	0.000701079885110947	0.15240405569302	0.40630690331725	dtpA	CP037923.1	dipeptide/tripeptide permease DtpA	CDS
EKN05_000285	0.642946259072529	0.000701852165681278	0.67422641836086	4.70992188820475e-06	ygiC	CP037923.1	glutathionylspermidine synthase family protein	CDS
EKN05_009780	-0.804308897562597	0.000702339943444553	-1.32675037340603	2.42470068530087e-09	EKN05_009780	CP037923.1	hypothetical protein	CDS
EKN05_023085	-0.48710904122131	0.000703696854060784	0.339903921210024	0.0455155221172596	truB	CP037923.1	tRNA pseudouridine(55) synthase TruB	CDS
EKN05_008295	1.23789697594088	0.000703696854060784	-1.16621076237664	3.15690098251796e-05	EKN05_008295	CP037923.1	YnfA family protein	CDS
EKN05_023345	0.566510189110737	0.000704123006358978	-1.6238609942437	0.000856352447380959	EKN05_023345	CP037923.1	DoxX family protein	CDS
EKN05_009750	0.566247915606646	0.000705409591370395	-2.01961002757568	0.00224722726132157	lapB	CP037923.1	lipopolysaccharide assembly protein LapB	CDS
EKN05_010440	0.678301623992739	0.000716852658630374	0.666206619272144	0.18740939864799	hflD	CP037923.1	lysogenization regulator HflD	CDS
EKN05_015900	-0.59391720368501	0.000723679945896556	NA	NA	pyrH	CP037923.1	UMP kinase	CDS
EKN05_010910	0.657354262419633	0.000723679945896556	-1.25425836502864	3.22615117853592e-07	pyrC	CP037923.1	dihydroorotase	CDS
EKN05_007885	0.796335108999688	0.000728613120573281	-0.948134509389063	6.8783920685522e-07	rsxA	CP037923.1	electron transport complex subunit RsxA	CDS
EKN05_000230	-0.762298838957116	0.000737060486645876	NA	NA	hldE	CP037923.1	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	CDS
EKN05_016085	-0.754265907298059	0.000740186342527796	-0.132138482461363	0.440475725776499	EKN05_016085	CP037923.1	ABC transporter permease	CDS
EKN05_007795	0.491249773074089	0.000740242605009901	-0.440096667618534	0.00292392315512978	slyA	CP037923.1	transcriptional regulator SlyA	CDS
EKN05_015920	-0.48700534225645	0.000748239552976603	NA	NA	glnD	CP037923.1	bifunctional uridylyltransferase/uridylyl-removing protein GlnD	CDS
EKN05_023785	0.939237332629331	0.000750914824500693	2.1551318190577	8.5445171530664e-34	virF	CP037924.1	AraC family invasion system transcriptional regulator VirF	CDS
EKN05_009180	0.611475199692975	0.000750914824500693	0.582618282351568	8.01425145011664e-07	EKN05_009180	CP037923.1	PqiB family protein	pseudo
EKN05_003300	-1.38281131376962	0.00075738949273284	-1.74278546012206	6.6504189937969e-06	EKN05_003300	CP037923.1	hypothetical protein	CDS
EKN05_013310	0.795082446015691	0.000761922813306669	0.1826910462366	0.274954899349175	EKN05_013310	CP037923.1	DUF2517 family protein	CDS
EKN05_012360	-0.6367263620956	0.000775046760132762	0.825576795285828	5.55218742348892e-09	ybiW	CP037923.1	glycyl radical protein	pseudo
EKN05_010640	0.683462937035856	0.000782240771368918	NA	NA	lolC	CP037923.1	lipoprotein-releasing ABC transporter permease subunit LolC	CDS
EKN05_016765	-0.607730262897946	0.000782240771368918	-0.0878207889712124	0.608830688835519	nadR	CP037923.1	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	CDS
EKN05_022765	-0.656992044818735	0.000785284886603236	-0.998078157225421	2.56161254482142e-06	degQ	CP037923.1	serine endoprotease DegQ	CDS
EKN05_006860	-0.670183855685827	0.0007859208745235	0.27910550846414	0.000220494708461331	EKN05_006860	CP037923.1	peptide ABC transporter substrate-binding protein	CDS
EKN05_023375	0.566322789146747	0.000788876780111517	0.820526024628489	7.50135483467216e-05	EKN05_023375	CP037923.1	DedA family protein	CDS
EKN05_009060	0.50536250859339	0.000794298015168528	-0.20682963997387	0.0723905804003459	pabB	CP037923.1	aminodeoxychorismate synthase component 1	CDS
EKN05_010460	1.11919595194905	0.000794298015168528	2.05508895916911	1.68604897325491e-11	EKN05_010460	CP037923.1	hypothetical protein	CDS
EKN05_003975	-1.25227634211528	0.000795405169963289	-0.274752465442972	0.0254627154911587	hisM	CP037923.1	histidine ABC transporter permease	CDS
EKN05_003785	1.85275983836456	0.000795405169963289	0.741216614333857	0.000527481447581442	EKN05_003785	CP037923.1	DUF406 family protein	CDS
EKN05_012130	-0.724903375441187	0.000808642330735575	0.331380588149478	0.0643230559528689	ybjP	CP037923.1	lipoprotein	CDS
EKN05_017925	-1.08393843473927	0.000833067953279759	1.1095557812266	2.41436338850787e-10	EKN05_017925	CP037923.1	hypothetical protein	CDS
EKN05_018785	-0.555622404713174	0.000842992789304251	0.524367168046883	0.000183327848892479	argB	CP037923.1	acetylglutamate kinase	CDS
EKN05_011430	0.758905017689667	0.000843121673091707	0.867481325534702	3.21080043710514e-06	appC	CP037923.1	cytochrome bd-II oxidase subunit 1	CDS
EKN05_020405	-0.8135221519226	0.000847401732056034	NA	NA	wzxE	CP037923.1	lipid III flippase WzxE	CDS
EKN05_009275	-0.887778114506098	0.000857222109847973	0.274467521825944	0.24102418800562	sitC	CP037923.1	iron/manganese ABC transporter permease subunit SitC	CDS
EKN05_006890	-1.03562656888817	0.000858713199312052	0.012527231396109	0.943821608778347	EKN05_006890	CP037923.1	DUF2534 family protein	pseudo
EKN05_016580	-0.589748208326347	0.000858747541428185	NA	NA	lspA	CP037923.1	lipoprotein signal peptidase	CDS
EKN05_015630	-0.71394627277972	0.00086486513139207	0.942420363244492	1.91040561912602e-08	tagK	CP037923.1	type VI secretion system-associated protein TagK	pseudo
EKN05_004730	-0.618240729758639	0.000870745843544982	1.30028376458769	3.25138323480142e-09	galS	CP037923.1	HTH-type transcriptional regulator GalS	CDS
EKN05_002750	1.02504958128035	0.000884812898507123	0.364950669798744	0.00246518389158057	pinE	CP037923.1	site-specific DNA recombinase	pseudo
EKN05_011520	0.406735864068925	0.000885356818021139	0.23310265330044	0.0508302350002192	yccS	CP037923.1	TIGR01666 family membrane protein	CDS
EKN05_021095	0.786899079181598	0.000906716803628393	-2.15645876508591	9.86634020750981e-12	cdh	CP037923.1	CDP-diacylglycerol diphosphatase	CDS
EKN05_000675	0.585773179403194	0.000906716803628393	1.01930753206318	0.00249836891576605	ruvX	CP037923.1	Holliday junction resolvase RuvX	CDS
EKN05_016660	-0.56400432915664	0.000908304161966948	-0.344850599603706	0.0131837709633839	tal	CP037923.1	transaldolase	CDS
EKN05_015100	-0.960880832933549	0.000908304161966948	0.71150084765429	5.05676754457954e-10	yafO	CP037923.1	type II toxin-antitoxin system YafO family toxin	CDS
EKN05_023760	2.06320175302578	0.000908304161966948	-0.0363436328634184	0.769053356837179	ipaH2.5	CP037924.1	E3 ubiquitin--protein ligase	CDS
EKN05_024120	0.829494118374764	0.000909188341118485	0.199688118257883	0.473260053513714	EKN05_024120	CP037924.1	IS256 family transposase	pseudo
EKN05_021690	-0.796951734451609	0.000945168774579392	-0.0394580256761482	0.843013903649981	EKN05_021690	CP037923.1	lysoplasmalogenase	CDS
EKN05_003700	0.585943283382895	0.000954091075077368	-1.04699057751572	5.97788785078467e-14	evgA	CP037923.1	acid-sensing system DNA-binding response regulator EvgA	CDS
EKN05_015960	0.692060665836139	0.000954091075077368	1.63246879562052	1.36860637303389e-08	EKN05_015960	CP037923.1	TRIC cation channel family protein	CDS
EKN05_005250	0.619986874977699	0.000957644484984688	0.184349990513882	0.305900217215858	udk	CP037923.1	uridine kinase	CDS
EKN05_009020	0.689166000213765	0.000963032556687459	1.07407133179711	9.70778550455558e-10	rnd	CP037923.1	ribonuclease D	CDS
EKN05_001685	-0.659512026206841	0.000978107458355088	NA	NA	alaS	CP037923.1	alanine--tRNA ligase	CDS
EKN05_007880	0.896513281491003	0.00098769647085011	-0.0980741687147802	0.8229981023972	rsxB	CP037923.1	electron transport complex subunit RsxB	CDS
EKN05_013900	-0.530961491168907	0.00100134287939443	0.435102588672142	0.00746843990885379	ybdK	CP037923.1	glutamate--cysteine ligase	CDS
EKN05_021575	1.20146796452795	0.00100134287939443	0.544969627064723	0.000318935462226164	EKN05_021575	CP037923.1	transcriptional regulator	CDS
EKN05_009095	0.78839172707734	0.00100134287939443	-1.11155617443031	1.59476538012194e-05	manZ	CP037923.1	PTS mannose transporter subunit IID	CDS
EKN05_018250	0.607032407406379	0.00100247609005723	-0.468401054606239	0.00177815095974925	EKN05_018250	CP037923.1	sel1 repeat family protein	CDS
EKN05_016130	-1.10289983125632	0.00100247609005723	0.184656592572386	0.510007879333381	EKN05_016130	CP037923.1	UPF0231 family protein	CDS
EKN05_007895	1.5301178349718	0.00100340878720185	-0.192000222562662	0.0667443858284071	ydgT	CP037923.1	transcription modulator YdgT	CDS
EKN05_014710	-0.627487557808498	0.00100340878720185	-1.9735386846533	0.168911410116326	yajC	CP037923.1	preprotein translocase subunit YajC	CDS
EKN05_014605	0.925743367483764	0.0010119089840797	0.19483070784826	0.269483184383534	EKN05_014605	CP037923.1	hypothetical protein	CDS
EKN05_005910	0.593645045291304	0.00102574845890304	-0.410348487541643	0.000550694449095231	dcm	CP037923.1	DNA cytosine methyltransferase	CDS
EKN05_002420	0.475838158917296	0.00102590052685108	NA	NA	pyrG	CP037923.1	CTP synthase (glutamine hydrolyzing)	CDS
EKN05_019375	-0.490776864550985	0.00104599868631944	0.677295138932408	0.555726552933945	rfaD	CP037923.1	ADP-glyceromanno-heptose 6-epimerase	CDS
EKN05_021455	-0.723734849238766	0.0010466739654036	0.312953474316936	0.0222126399884641	arsB	CP037923.1	arsenite/antimonite:H(+) antiporter ArsB	CDS
EKN05_016470	0.500151553968215	0.00104733444035598	-1.4408728535788	0.00106274511813298	apaH	CP037923.1	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	CDS
EKN05_012545	-0.523243895775997	0.001047934275567	-0.611639894253312	0.000909667451557959	clsB	CP037923.1	cardiolipin synthase ClsB	CDS
EKN05_016600	1.73591928273064	0.00105714404572821	NA	NA	rpsT	CP037923.1	30S ribosomal protein S20	CDS
EKN05_020385	-0.531694043962923	0.00105891248565768	0.224193529170649	0.124380212559448	rffG	CP037923.1	dTDP-glucose 4	CDS
EKN05_000450	1.03049375114262	0.0010592730553471	-0.996186268651593	1.14571693256067e-08	EKN05_000450	CP037923.1	DUF2623 domain-containing protein	CDS
EKN05_010960	0.61899297243139	0.00106168538239658	-0.0930870657743469	0.572709661386379	EKN05_010960	CP037923.1	recombinase family protein	CDS
EKN05_012975	0.580317142587731	0.00106962802196092	NA	NA	lipA	CP037923.1	lipoyl synthase	CDS
EKN05_022095	-0.938819996386508	0.00107257680647767	NA	NA	trpS	CP037923.1	tryptophan--tRNA ligase	CDS
EKN05_024135	1.14782027056642	0.0010745621340944	0.724640168711888	0.182498956029828	EKN05_024135	CP037924.1	replication protein RepA4	pseudo
EKN05_000270	1.06501416890376	0.00107556706288545	-0.0833617739674598	0.543544571997551	ribB	CP037923.1	3	CDS
EKN05_023955	1.18009982508773	0.0010828357892851	-0.0190909723449694	0.931814346682018	pWR501_0023	CP037924.1	transposase	pseudo
EKN05_013030	0.536798570630057	0.00108657186504267	NA	NA	nadD	CP037923.1	nicotinate-nucleotide adenylyltransferase	CDS
EKN05_016040	0.515027019296025	0.00108657186504267	NA	NA	folK	CP037923.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	CDS
EKN05_020635	0.608414572860233	0.0010914173318817	-4.32963723024862	0.00315412366503277	ubiE	CP037923.1	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1	CDS
EKN05_016345	-1.17751896716453	0.00110681070936688	0.561485239501872	1.2887518376552e-05	leuL	CP037923.1	leu operon leader peptide	CDS
EKN05_002625	0.451533155908044	0.00110953330660401	-0.0461988726391494	0.86137591463163	rseB	CP037923.1	sigma-E factor regulatory protein RseB	CDS
EKN05_017650	-0.610243870381563	0.0011147731854546	-0.194894083753501	0.138668877581301	treR	CP037923.1	HTH-type transcriptional regulator TreR	CDS
EKN05_000795	0.604492520793877	0.00111809607151275	0.594849525160049	0.00217574656530997	EKN05_000795	CP037923.1	sulfate/molybdate ABC transporter ATP-binding protein	CDS
EKN05_005055	-0.780855949868066	0.00111809607151275	-0.20084176862781	0.00608797849187041	rcnB	CP037923.1	Ni(II)/Co(II) efflux transporter accessory subunit RcnB	CDS
EKN05_000615	0.427037969839344	0.00112371060922854	-0.522916761294777	0.00225651280659888	EKN05_000615	CP037923.1	DUF2884 family protein	CDS
EKN05_007010	-0.458711307177181	0.00112544947787538	0.541064816999952	6.51953978589102e-08	EKN05_007010	CP037923.1	YdbH family protein	CDS
EKN05_002680	0.63157283271635	0.00113834165043825	-0.292128172724162	0.11139818394648	yfhL	CP037923.1	4Fe-4S dicluster ferredoxin YfhL	CDS
EKN05_006975	0.827511243376489	0.00114166246247181	0.529153955370553	3.50316580137547e-07	ompN	CP037923.1	porin OmpN	pseudo
EKN05_013795	-0.751791182771669	0.00115502595789789	-1.50956381230901	4.4745522224262e-08	fepB	CP037923.1	Fe2+-enterobactin ABC transporter substrate-binding protein	CDS
EKN05_024500	1.93537868101235	0.00116536898626239	0.149967416484913	2.38384555961961e-05	icsA	CP037924.1	autotransporter outer membrane beta-barrel domain-containing protein	CDS
EKN05_000535	-0.730562811732427	0.00117089646849689	-0.556610243817093	0.000368760207922121	glcF	CP037923.1	glycolate oxidase subunit GlcF	pseudo
EKN05_012985	0.655795650375926	0.00117189747622548	NA	NA	lipB	CP037923.1	lipoyl(octanoyl) transferase LipB	CDS
EKN05_021445	-1.0021896417296	0.00117189747622548	-0.626286043945228	0.000400382619606765	EKN05_021445	CP037923.1	ArsR family transcriptional regulator	CDS
EKN05_011035	0.406790144980494	0.00117189747622548	0.495025789949448	0.00016488755923101	mdoG	CP037923.1	glucans biosynthesis protein MdoG	CDS
EKN05_022355	-1.29700443139718	0.00119393472451214	NA	NA	rplC	CP037923.1	50S ribosomal protein L3	CDS
EKN05_006680	1.03889495019556	0.00119393472451214	-0.499306602053665	9.32751707780901e-06	EKN05_006680	CP037923.1	YebB family permuted papain-like enzyme	CDS
EKN05_020120	-0.598806101621265	0.00119393472451214	0.534702774036382	7.10696521499335e-09	rsmG	CP037923.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	CDS
EKN05_001410	0.767939727659672	0.00121382803633298	NA	NA	rimM	CP037923.1	ribosome maturation factor RimM	CDS
EKN05_002780	0.531683806776433	0.00121584769627023	-1.1787352650669	5.43329917812023e-11	mltF	CP037923.1	membrane-bound lytic murein transglycosylase MltF	CDS
EKN05_006175	0.487013518985543	0.00122090358201652	-0.303914976024964	0.00464645827444017	uvrC	CP037923.1	excinuclease ABC subunit UvrC	CDS
EKN05_012965	-0.547466969011364	0.0012233674367182	-0.885517081292976	8.49169916099237e-05	ybeM	CP037923.1	deaminated glutathione amidase	CDS
EKN05_021695	0.600700571726737	0.00123839553800748	-0.435165251963399	0.130652981921462	yhhM	CP037923.1	DUF2500 domain-containing protein	CDS
EKN05_010700	-0.629425692029762	0.00124521771172268	-1.83970176300683	0.00424515451756868	EKN05_010700	CP037923.1	DUF1425 domain-containing protein	CDS
EKN05_018645	0.831399102295911	0.00124943907165992	NA	NA	rplK	CP037923.1	50S ribosomal protein L11	CDS
EKN05_021270	0.884414342288709	0.00125650353961235	-1.96715810183036	0.000196869658134131	ldrD	CP037923.1	type I toxin-antitoxin system toxic polypeptide LdrD	CDS
EKN05_008260	0.536060137903866	0.00125650353961235	-1.51900163338647	1.27147271268515e-06	lsrD	CP037923.1	autoinducer 2 ABC transporter permease LsrD	CDS
EKN05_016830	-1.00977767927313	0.00125804140999041	-0.023988733808484	0.89203454045119	EKN05_016830	CP037923.1	patatin family protein	CDS
EKN05_022895	-0.491814341599807	0.00125840820483211	0.00883608092474681	0.981181866996786	ptsN	CP037923.1	PTS IIA-like nitrogen regulatory protein PtsN	CDS
EKN05_017395	-0.961618019792291	0.00126153056082047	0.762893021011486	0.000698178138922541	EKN05_017395	CP037923.1	DUF4156 domain-containing protein	CDS
EKN05_016675	-0.480838025034751	0.0012682431985619	-0.793943464847904	0.0533003318805429	EKN05_016675	CP037923.1	DUF2502 domain-containing protein	CDS
EKN05_015760	-0.684687657336701	0.00127520154233323	0.493555745757347	0.0987415907113818	metI	CP037923.1	methionine ABC transporter permease MetI	CDS
EKN05_016655	0.412783257893316	0.00127600620913768	-1.52711362780551	1.71529975169061e-08	mogA	CP037923.1	molybdopterin adenylyltransferase	CDS
EKN05_014495	-0.494489645240327	0.0012909381353537	-3.59088692551521	0.000572283060488041	clpX	CP037923.1	ATP-dependent Clp protease ATP-binding subunit ClpX	CDS
EKN05_023825	0.682920691561898	0.00130298812050355	-0.118553236894704	0.406959780728351	EKN05_023825	CP037924.1	hypothetical protein	CDS
EKN05_012995	0.509674280744761	0.00131171445787596	0.858622285457118	8.21365730107919e-07	dacA	CP037923.1	serine-type D-Ala-D-Ala carboxypeptidase	CDS
EKN05_003065	0.783371671339263	0.00134131576877411	0.87475544593777	9.2000433364169e-06	EKN05_003065	CP037923.1	EAL domain-containing protein	pseudo
EKN05_001010	-0.505303308256931	0.00134181749675323	-0.328098837568176	0.0756278528866013	dsbC	CP037923.1	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	CDS
EKN05_017565	-0.553264121957343	0.00134383625481069	0.0759591070282041	0.516468810202476	tamB	CP037923.1	autotransporter assembly complex protein TamB	CDS
EKN05_020185	0.653207193264948	0.00134391998611894	0.530093066186305	7.42695014231509e-06	trkD	CP037923.1	low affinity potassium transporter Kup	pseudo
EKN05_019830	-0.820672093209264	0.00134822135635423	-0.332601098796461	0.0448276815605892	cbrA	CP037923.1	colicin M resistance protein	CDS
EKN05_008255	0.667956226494964	0.00134967850851375	-0.286362246920811	0.232225231094644	lsrB	CP037923.1	autoinducer 2 ABC transporter substrate-binding protein LsrB	pseudo
EKN05_014745	-0.48443134339334	0.00135655188770685	-1.63460293857606	2.83466801962617e-13	phoR	CP037923.1	phosphate regulon sensor histidine kinase PhoR	CDS
EKN05_021135	-0.929817821602758	0.00135926398168297	-0.526350340042225	4.63615871550035e-06	yhjB	CP037923.1	response regulator transcription factor	CDS
EKN05_023350	-0.566651620117161	0.0013600059733917	-1.62729033434892	0.00031514845710434	EKN05_023350	CP037923.1	hypothetical protein	CDS
EKN05_018920	-0.473312840892464	0.00137745283196638	0.331372937106508	0.0114290263503682	hslU	CP037923.1	HslU--HslV peptidase ATPase subunit	CDS
EKN05_000470	0.575379502058624	0.00138080994784453	-0.730506999434988	2.60178136833843e-06	hybC	CP037923.1	hydrogenase 2 large subunit	CDS
EKN05_010325	-0.608104043234608	0.00138080994784453	-1.48245712554716	4.88318875889373e-07	EKN05_010325	CP037923.1	fumarylacetoacetate hydrolase family protein	CDS
EKN05_000160	0.492409683466584	0.00138080994784453	NA	NA	dnaG	CP037923.1	DNA primase	CDS
EKN05_003755	0.585185551965963	0.00138080994784453	-0.955401865766704	1.43576330464535e-05	EKN05_003755	CP037923.1	DUF4102 domain-containing protein	CDS
EKN05_014875	1.00426938769618	0.00138080994784453	-1.28086970343031	2.83466801962617e-13	EKN05_014875	CP037923.1	transcriptional regulator	CDS
EKN05_001850	1.73973300688011	0.00138080994784453	-0.00183543956003349	0.997180601135192	hypA	CP037923.1	hydrogenase maturation nickel metallochaperone HypA	CDS
EKN05_011950	0.493085442929274	0.00138095199947597	0.0140175122629797	0.989500899333616	serS	CP037923.1	serine--tRNA ligase	CDS
EKN05_021965	-1.04270933088214	0.00138235674687236	-1.10632378683404	0.0403400491162712	feoC	CP037923.1	[Fe-S]-dependent transcriptional repressor FeoC	CDS
EKN05_021580	1.2640875938281	0.00138637632529493	-1.96453240658745	1.54430965887235e-11	EKN05_021580	CP037923.1	hypothetical protein	CDS
EKN05_011555	0.471590791148924	0.0013886054889848	0.143202862061869	0.274035635455324	EKN05_011555	CP037923.1	Lon protease family protein	CDS
EKN05_008570	0.536290105954491	0.00139776914922209	0.445660818178655	0.0100232359448035	nlpC	CP037923.1	lipoprotein	CDS
EKN05_019675	-1.43677823926355	0.00139820231057504	-0.993827763048105	9.75070502451359e-07	EKN05_019675	CP037923.1	hypothetical protein	CDS
EKN05_001730	-0.972371383048273	0.00140539029269846	-1.57196668707992	3.58461199974444e-07	gutM	CP037923.1	transcriptional regulator GutM	CDS
EKN05_000115	-0.901636874723988	0.00140913341972207	-1.28138079040403	0.0248653055070491	EKN05_000115	CP037923.1	tRNA-binding protein	pseudo
EKN05_014630	0.53687122417331	0.00141338213924283	0.747262325334686	2.15616629944439e-05	thiI	CP037923.1	tRNA 4-thiouridine(8) synthase ThiI	CDS
EKN05_012860	0.857214807224871	0.00141338213924283	NA	NA	EKN05_012860	CP037923.1	hypothetical protein	CDS
EKN05_011295	0.600554571719688	0.00142333327278387	1.11531528689802	1.20317618888775e-10	cbpA	CP037923.1	curved DNA-binding protein	CDS
EKN05_012090	0.509974184084618	0.00143744157459671	-1.18904992788484	2.33908439253435e-08	EKN05_012090	CP037923.1	NAD(P)-dependent oxidoreductase	CDS
EKN05_006660	0.534937253320273	0.00143923690219197	-1.33836946336505	0.0377755289855414	aspS	CP037923.1	aspartate--tRNA ligase	CDS
EKN05_020425	-0.763418316304434	0.00144072719940852	-1.30315439605999	4.45883453046723e-09	yifK	CP037923.1	amino acid permease	CDS
EKN05_009500	0.576970054053489	0.00144350844666645	0.161490780061737	0.260390263282052	ycjG	CP037923.1	L-Ala-D/L-Glu epimerase	CDS
EKN05_013125	-0.628185459693776	0.00146282259370393	NA	NA	ybeY	CP037923.1	rRNA maturation RNase YbeY	CDS
EKN05_002035	1.06508464495056	0.00148090180527381	-0.87665612358046	1.15452549735273e-10	EKN05_002035	CP037923.1	integrase	pseudo
EKN05_012480	0.528700194260393	0.00148819171201015	0.469238127807998	0.343713226230609	EKN05_012480	CP037923.1	DUF1471 domain-containing protein	CDS
EKN05_010445	0.637096394589237	0.00151778414866447	5.34478728819317	0.00217830061533555	purB	CP037923.1	adenylosuccinate lyase	CDS
EKN05_010085	0.505600525105241	0.00152234296189316	0.180954147030341	0.0433402428387801	chaA	CP037923.1	sodium-potassium/proton antiporter ChaA	CDS
EKN05_016930	0.656923495612647	0.00152234296189316	-0.351093127077114	0.0534268441996289	EKN05_016930	CP037923.1	DUF2501 domain-containing protein	CDS
EKN05_019050	-0.583873180712154	0.00153301531559659	0.442252409446895	2.0295892221421e-06	xylA	CP037923.1	xylose isomerase	pseudo
EKN05_001565	-0.754285173105599	0.00154364308776631	-1.39507060544815	1.06528439126118e-09	EKN05_001565	CP037923.1	DUF2002 family protein	CDS
EKN05_012490	-0.489759387107869	0.00156279127117025	-0.0190720988814701	0.912741403943187	ybiB	CP037923.1	DNA-binding protein YbiB	CDS
EKN05_017525	-0.608478753257353	0.00157518852337046	0.296014410271773	0.00237029930283905	cpdB	CP037923.1	2'	CDS
EKN05_010300	0.505748840509818	0.00157968925239654	-0.645820513513591	0.0533300124752938	dsbB	CP037923.1	disulfide bond formation protein DsbB	CDS
EKN05_022410	0.671104515073475	0.00159130665317635	NA	NA	rplX	CP037923.1	50S ribosomal protein L24	CDS
EKN05_000685	-0.427452293510889	0.00159130665317635	-1.15113362526401	0.00656816437284327	gshB	CP037923.1	glutathione synthase	CDS
EKN05_013025	0.646252603370549	0.00159196069379791	-0.461490773758143	0.0189573575123963	phpB	CP037923.1	adenosylcobalamin/alpha-ribazole phosphatase	CDS
EKN05_000540	-0.69368343615049	0.00159196069379791	NA	NA	EKN05_000540	CP037923.1	protein GlcG	CDS
EKN05_008015	0.579423383861377	0.0015938084206734	-1.34073842664319	9.9311600741593e-08	EKN05_008015	CP037923.1	amino acid permease	CDS
EKN05_019245	-0.515832662604559	0.00159804818403699	-0.0799498222708241	0.771969680318325	mtlR	CP037923.1	transcriptional repressor MtlR	CDS
EKN05_014615	-0.585365657215192	0.00159936213986884	-2.21378719705198	3.47870961754262e-10	yajQ	CP037923.1	YajQ family cyclic di-GMP-binding protein	CDS
