locus_tag,com_id,description,type,length,n_TIS,n_nz,log2CPM,log2FC,z,FDR
EKN05_003020,EKN05_003020,hypothetical protein,CDS,217,4,3,7.27761860796791,-1.36283465690056,-0.990254419044028,0.743728036593462
EKN05_003025,xseA,exodeoxyribonuclease VII large subunit,CDS,1372,18,8,8.92281699073473,-0.682542630582171,-1.12838493969088,0.705928175610184
EKN05_003030,guaB,IMP dehydrogenase,CDS,1468,25,5,6.77662526405857,0.409946845301242,0.397144822250253,0.933201902689799
EKN05_003040,EKN05_003040,hypothetical protein,CDS,541,17,11,10.8241660419546,0.632797784224799,1.21828051140702,0.989971874295003
EKN05_003045,EKN05_003045,glycine zipper 2TM domain-containing protein,CDS,517,32,18,11.804724194178,1.28326064787776,2.81857414108845,0.105260484476927
EKN05_003050,EKN05_003050,DUF2633 family protein,CDS,175,10,5,10.3345576758208,1.04903477990432,1.1650725141112,0.966591106904867
EKN05_003055,pdeF,cyclic-guanylate-specific phosphodiesterase PdeF,pseudo,1141,73,50,9.01199779722675,-0.244485593756728,-1.05998230166115,0.731234926490289
EKN05_003065,EKN05_003065,EAL domain-containing protein,pseudo,936,18,11,10.1006914679943,-0.880545311468977,-1.52430674215971,0.55070025588482
EKN05_003070,ppx,exopolyphosphatase,CDS,1543,22,11,10.814303671921,0.0503257475155858,0.0850850340280899,0.895269229127421
EKN05_003075,ppk1,polyphosphate kinase 1,CDS,2068,41,26,10.9082619163481,-0.238975220048052,-0.749272612353163,0.797036500839432
EKN05_003080,purN,phosphoribosylglycinamide formyltransferase,CDS,640,13,7,9.50483756503939,0.111617564306473,0.176057205432675,0.907351382718133
EKN05_003085,purM,phosphoribosylformylglycinamidine cyclo-ligase,CDS,1039,13,4,9.15914796710935,1.5393123277773,1.91504228031621,0.581566098781897
EKN05_003090,upp,uracil phosphoribosyltransferase,CDS,628,18,10,8.54106089764491,-1.53599412918325,-3.43211765667846,0.017278331263797
EKN05_003095,uraA,uracil permease,CDS,1291,35,17,9.24808176395362,-0.653165031464549,-1.8586909228918,0.424982092662191
EKN05_003100,hda,DnaA inactivator Hda,CDS,748,6,2,9.22683890894452,0.963278822631316,0.669282256556459,0.986690996166626
EKN05_003105,arsC,arsenate reductase (glutaredoxin),CDS,361,3,2,9.12039800626827,-0.331805432454053,-0.264501402290373,0.87249225957829
EKN05_003110,EKN05_003110,beta-barrel assembly-enhancing protease,CDS,1465,33,18,10.5657455129903,0.0109571606334236,0.0259839733622365,0.902080594312792
EKN05_003115,perM,AI-2E family transporter,CDS,1063,14,10,10.0224545450345,-0.203858580057774,-0.403790053059583,0.851577463053631
EKN05_003120,EKN05_003120,formate transporter,pseudo,850,12,6,9.73236287306317,-1.48319870416192,-2.67768968855196,0.138047007465801
EKN05_003125,hyfR,sigma-54-dependent Fis family transcriptional regulator,CDS,2014,26,15,10.6959234386362,0.0102371403924168,0.0211567213148931,0.901882757515451
EKN05_003130,hycH,formate hydrogenlyase maturation protein HycH,CDS,415,9,5,9.04156345509158,-0.339674612554582,-0.415704365199804,0.851564299656904
EKN05_003135,hyfI,hydrogenase 4 catalytic subunit HyfI,CDS,760,4,3,9.09456204531889,-2.03616207290905,-1.99080446846328,0.367781820188211
EKN05_003140,hyfH,hydrogenase 4 subunit H,CDS,547,8,6,6.55211895859025,0.834309099451047,1.22817407792017,0.996651482161974
EKN05_003145,hyfG,hydrogenase 4 catalytic subunit HyfG,pseudo,1716,22,14,11.4415348754606,0.00687496845352579,0.0161841682411484,0.901174297411249
EKN05_003150,hyfF,hydrogenase 4 subunit F,CDS,1594,13,11,10.1292963264813,-0.477961981656432,-0.958163029185367,0.752521056919568
EKN05_003155,hyfE,hydrogenase 4 membrane subunit,CDS,652,3,2,8.16926412580126,-1.55098373065809,-1.15678139674946,0.704722773305819
EKN05_003160,hyfD,hydrogenase 4 subunit D,CDS,1441,19,13,4.46959972025701,-0.430365308214944,-0.991806419992119,0.744495997438982
EKN05_003165,hyfC,hydrogenase 4 subunit HyfC,CDS,949,10,5,9.50783321077813,0.263270204536623,0.312345793646762,0.941597611486931
EKN05_003170,hyfB,hydrogenase 4 subunit B,pseudo,2019,23,17,9.08484813461942,0.583342919570646,2.21946009029511,0.355705409017095
EKN05_003175,hyfA,hydrogenase 4 subunit HyfA,CDS,619,9,6,6.40162457424835,-0.166088102539781,-0.256035289228808,0.869397169397088
EKN05_003180,bcp,thioredoxin-dependent thiol peroxidase,CDS,472,10,9,10.7146275301826,0.0429547300126758,0.085317509187588,0.895738009086432
EKN05_003185,gcvR,glycine cleavage system transcriptional repressor,CDS,574,6,1,7.27419797091768,0.175648842575752,0.0881520624240209,0.894864764109495
EKN05_003195,bamC,outer membrane protein assembly factor BamC,CDS,1036,18,11,10.074823508954,-0.618020258920973,-1.4634294196715,0.582615005357048
EKN05_003200,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,CDS,715,10,7,9.81463624606853,0.168924440990168,0.278868045860183,0.935782597118187
EKN05_003205,EKN05_003205,neutral zinc metallopeptidase,CDS,865,5,4,10.2085481795956,-0.0715846524253573,-0.0824775528352595,0.882320173693884
EKN05_003210,EKN05_003210,tRNA cytosine(34) acetyltransferase TmcA,CDS,2017,19,14,10.6081383501767,-0.345713733995743,-0.844926464190032,0.774524546136708
EKN05_003215,ypfH,esterase,CDS,700,6,3,12.6033880369342,-0.0783304058975458,-0.0863313744545593,0.881866029519308
EKN05_003230,EKN05_003230,ArsC family reductase,CDS,358,13,10,9.83408593984648,0.130071870056756,0.239734915967444,0.924510845682371
EKN05_003235,EKN05_003235,hypothetical protein,CDS,61,6,3,10.5809131217986,0.569922248952776,0.58960105642225,0.981899514644929
EKN05_003240,EKN05_003240,hypothetical protein,CDS,187,8,5,10.5752323040161,0.194329579312702,0.264071396419768,0.934277499902973
EKN05_003245,acrD,multidrug efflux RND transporter permease AcrD,CDS,3115,43,25,9.66248657028687,-0.297309872678877,-0.943887218579763,0.750704425572083
EKN05_003250,narQ,nitrate/nitrite two-component system sensor histidine kinase NarQ,pseudo,1719,24,13,6.08634150012784,-0.432768838153064,-0.981038435458115,0.744108729032562
EKN05_003255,yffG,oxidoreductase FeS-binding subunit,CDS,1981,20,12,10.9626322767076,-0.247707853130553,-0.545899298897452,0.839349343427305
EKN05_003260,nudK,GDP-mannose pyrophosphatase NudK,CDS,577,8,6,10.5427455521111,0.0927703405618035,0.152312476030404,0.90483965967075
EKN05_003265,EKN05_003265,DUF1176 domain-containing protein,CDS,1039,8,7,9.26485783842161,-0.0260499508710595,-0.0397853016943687,0.889015051931421
EKN05_003270,tkt,transketolase,CDS,2005,18,10,10.5836537058734,-0.262192511341079,-0.531733435991522,0.841584900494693
EKN05_003275,tal,transaldolase,CDS,952,15,10,9.67632980940164,-0.308725197189911,-0.652420122739641,0.817024262332079
EKN05_003280,EKN05_003280,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase,CDS,2281,31,13,9.64177056760593,-0.16183431621172,-0.366130470355106,0.856118198402393
EKN05_003285,eutS,ethanolamine utilization microcompartment protein EutS,CDS,337,18,11,9.71934267132863,0.0638466854387972,0.141851937277437,0.904247987643679
EKN05_003290,eutP,ethanolamine utilization acetate kinase EutP,CDS,481,10,5,10.375022593299,-0.0870768167176873,-0.10322179839171,0.881798671336295
EKN05_003295,eutA,ethanolamine ammonia-lyase reactivating factor EutA,pseudo,1374,14,7,10.4450808577369,0.0552978517045057,0.0909952789158401,0.895279464346641
EKN05_003300,EKN05_003300,hypothetical protein,CDS,190,4,2,4.84276846712807,1.69790058014702,1.18435275969053,0.970690098530084
EKN05_003310,EKN05_003310,IS1 family transposase,CDS,696,34,19,9.78167497767146,-0.719500870792144,-1.93274018372406,0.39678038599602
EKN05_003315,murI,glutamate racemase,CDS,811,35,11,9.43624386212133,1.87536649712677,3.01338903866789,0.0614082774656006
EKN05_003320,EKN05_003320,amino acid permease,CDS,1462,112,49,7.31458334191111,1.26450272695612,4.63047082217759,0.000346880090312001
EKN05_003325,EKN05_003325,hypothetical protein,CDS,295,9,3,8.53914071583738,0.0694069763958874,0.0641552704797045,0.900862838730649
EKN05_003330,EKN05_003330,glutamate decarboxylase,CDS,487,38,22,9.87855337274478,0.549117143768117,1.5551686132414,0.862739278562484
EKN05_003335,EKN05_003335,hypothetical protein,CDS,208,27,14,7.93743703812384,-0.19901545280551,-0.488028625701467,0.851385223407959
EKN05_003340,EKN05_003340,hypothetical protein,CDS,289,9,6,11.4094198650463,0.284523266531478,0.466426093225805,0.948961086681287
EKN05_003345,EKN05_003345,hypothetical protein,CDS,544,35,19,9.66206554272653,0.181875514372229,0.45822991630382,0.944011550095657
EKN05_003350,EKN05_003350,hypothetical protein,CDS,265,9,5,10.5998644851852,-0.137410787595006,-0.173492537356218,0.874820296346454
EKN05_003355,EKN05_003355,HNH endonuclease,CDS,397,16,9,8.67524429678353,1.23289760669537,2.83729808686693,0.100935346060402
EKN05_003365,EKN05_003365,hypothetical protein,CDS,574,6,5,9.41131317401751,-0.375778777300348,-0.492414306451865,0.852258300346438
EKN05_003375,eutL,ethanolamine utilization microcompartment protein EutL,CDS,661,6,5,9.28486338709593,0.475406968739018,0.622539091737616,0.987841795659616
EKN05_003380,eutK,ethanolamine utilization microcompartment protein EutK,CDS,502,9,7,9.95027769126354,-0.0576295354295904,-0.0970910790039952,0.87905329646061
EKN05_003385,eutR,HTH-type transcriptional regulator EutR,CDS,1054,21,12,9.19812213100976,-0.662437232492342,-1.28512692020282,0.656637534935306
EKN05_003390,hemF,oxygen-dependent coproporphyrinogen oxidase,CDS,901,14,11,9.89292230443965,-0.902000350769557,-1.73608530466102,0.477663458547793
EKN05_003395,amiA,N-acetylmuramoyl-L-alanine amidase AmiA,CDS,871,12,7,10.5543843226608,0.38159139562009,0.533682405179075,0.973016534000953
EKN05_003400,EKN05_003400,acetyltransferase YpeA,CDS,427,8,4,8.32018129654078,-0.957875208355666,-1.09946212526859,0.714091029499525
EKN05_003405,EKN05_003405,DUF2919 domain-containing protein,CDS,451,7,2,5.94921383376194,0.168679182833217,0.111538633621043,0.899765568301451
EKN05_003410,EKN05_003410,RpoE-regulated lipoprotein,CDS,577,13,7,10.7506375060287,-0.301218133544645,-0.482790693338749,0.847432048726103
EKN05_003415,yfeX,porphyrinogen peroxidase,CDS,901,4,2,8.70937851896137,1.78970647907399,1.40378939456118,0.904592846624564
EKN05_003420,murP,PTS N-acetylmuramic acid transporter subunits IIBC,CDS,1426,20,11,9.96896264259968,-0.402193802151505,-0.720144173639921,0.799412233293079
EKN05_003425,murQ,N-acetylmuramic acid 6-phosphate etherase,CDS,898,5,3,9.02463657752754,-0.0737996221216341,-0.0662982955791594,0.886710362343845
EKN05_003430,murR,HTH-type transcriptional regulator MurR,pseudo,860,6,6,7.59664567103109,0.592637482371573,0.876723381273072,0.995414111417785
EKN05_003435,ucpA,SDR family oxidoreductase UcpA,CDS,793,12,7,10.681353682727,0.027354002918519,0.0392625589514842,0.904215536645676
EKN05_003440,cysP,sulfate ABC transporter substrate-binding protein,CDS,1018,24,5,6.42083519182844,-0.290713149604412,-0.352012102273072,0.861717994956984
EKN05_003445,cysT,sulfate/thiosulfate ABC transporter permease CysT,CDS,835,9,0,0.344046033628751,-9.7570114828089,-1.31849716318486,0.647119177416442
EKN05_003450,cysW,sulfate ABC transporter permease,CDS,877,5,1,7.60328742080524,2.12549374984089,0.834595598978682,0.997572869097229
EKN05_003455,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein CysA,CDS,1099,10,0,-1.27602073610536,-11.9823180890537,-2.02229512564352,0.354939775095109
EKN05_003460,cysM,cysteine synthase B,CDS,913,5,2,6.72142877593756,2.27709935821271,1.3484125969564,0.945217914846844
EKN05_003465,EKN05_003465,WGR domain-containing protein,pseudo,725,33,20,11.6489476434962,-0.128700444150887,-0.393251417986373,0.854485377741714
EKN05_003470,EKN05_003470,hypothetical protein,CDS,376,10,5,10.2464619761856,-0.753353709926603,-1.06160592447776,0.730270103599194
EKN05_003475,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,CDS,853,10,7,9.79786785219584,-0.27646076529547,-0.417250042048956,0.853284134782279
EKN05_003480,crr,PTS glucose transporter subunit IIA,CDS,511,8,0,5.23571536886143,-3.36835388714112,-0.409812444330016,0.855415272976405
EKN05_003495,cysK,cysteine synthase A,CDS,973,13,4,10.9007656482413,-1.64734133243906,-1.86044971774998,0.426107395753408
EKN05_003500,cysZ,sulfate transporter CysZ,CDS,763,10,3,10.3551210227971,-0.318044285806533,-0.275268907771616,0.875134646590959
EKN05_003515,ypeB,hypothetical protein,CDS,220,3,1,9.07328259807181,-1.12447258224488,-0.606178714804139,0.826030326979017
EKN05_003520,yfeH,bile acid:sodium symporter,CDS,1000,24,13,6.99378645189028,-1.24138281757836,-2.69581032411196,0.133179453139201
EKN05_003525,yfeR,LysR family transcriptional regulator,CDS,928,11,6,9.28154604104954,-0.211457976185657,-0.330197457967926,0.86222491316941
EKN05_003560,EKN05_003560,putative DNA-binding transcriptional regulator,CDS,394,22,14,9.88993623795203,-0.510217036033107,-1.29068415646681,0.657670801472474
EKN05_003565,EKN05_003565,putative DNA-binding transcriptional regulator,CDS,361,4,4,11.3729356251562,0.762415277478427,0.781960239387566,1.00349674160083
EKN05_003575,EKN05_003575,sensor domain-containing phosphodiesterase,CDS,2191,39,24,10.1287014771778,-0.442786191169477,-1.45974312420724,0.583251336159272
EKN05_003580,nupC,nucleoside permease NupC,CDS,1204,12,9,8.79114244067757,0.184778938142018,0.381655019820871,0.937261478250971
EKN05_003585,mntH,Mn(2+) uptake NRAMP transporter MntH,CDS,1240,16,13,8.94283176367007,-0.352961833881169,-0.749960235262839,0.79699227098596
EKN05_003595,EKN05_003595,ion channel protein,CDS,1258,24,20,10.8461944322266,0.376494354040629,0.997461929415875,0.974733453083853
EKN05_003600,glk,glucokinase,CDS,967,19,12,10.4130929627142,0.442197571592794,0.817484246732755,1.00111244018321
EKN05_003610,EKN05_003610,PTS fructose transporter subunit IIC,CDS,1249,17,9,10.6813675454932,-0.073178036963267,-0.131688719234089,0.883754300587776
EKN05_003615,EKN05_003615,aminopeptidase,pseudo,1085,9,8,11.7314215043056,0.297522670197408,0.587803299996842,0.982726641947114
EKN05_003620,EKN05_003620,aminopeptidase,CDS,1039,12,9,10.928483458665,-0.0385449162159428,-0.0585623663111565,0.888013245256244
EKN05_003625,ptsP,phosphoenolpyruvate--protein phosphotransferase,CDS,2497,11,8,10.2281629834084,0.394754545173161,0.978147983754888,0.963802021238335
EKN05_003630,EKN05_003630,AraC family transcriptional regulator,CDS,859,10,10,10.242220267203,-0.097839465992223,-0.21441462933468,0.872118101284071
EKN05_003635,EKN05_003635,response regulator transcription factor,CDS,736,13,8,10.6744711504091,-1.14416176281541,-2.27452205274152,0.258127851061073
EKN05_003640,EKN05_003640,sensor histidine kinase,pseudo,1488,22,11,10.1103442023257,-0.290216141162826,-0.521062967055794,0.842183101980297
EKN05_003645,EKN05_003645,alanine transaminase,CDS,1240,16,9,10.9414134942328,-0.421095271229712,-0.690892592225492,0.803657309851774
EKN05_003650,ypdK,membrane protein YpdK,CDS,73,3,2,10.0767608057021,0.920264148639691,0.809901995197364,1.00071069759478
EKN05_003655,lpxP,kdo(2)-lipid IV(A) palmitoleoyltransferase,CDS,922,19,10,9.05338347286669,0.694299152470375,1.54674739605792,0.872544418419512
EKN05_003660,EKN05_003660,DUF2545 family protein,CDS,244,3,1,9.2270378230663,-0.979356216166982,-0.48846293742506,0.852098926575116
EKN05_003665,EKN05_003665,hypothetical protein,CDS,277,33,20,3.55169367076616,-0.68731290173487,-1.8327987150485,0.435986350834672
EKN05_003670,EKN05_003670,YfdX family protein,CDS,625,31,22,10.023964470742,0.698507493904648,1.76327477132756,0.695514563689038
EKN05_003675,EKN05_003675,formyl-CoA--oxalate CoA-transferase,CDS,1252,82,42,6.36273914637736,0.529035550146462,1.72669436160597,0.718645265162008
EKN05_003680,EKN05_003680,oxalyl-CoA decarboxylase,CDS,1696,113,53,10.5625201968239,0.836841029247807,2.76382161264451,0.118818898869155
EKN05_003685,yfdV,transporter YfdV,CDS,946,69,37,7.18090674542242,0.795515751149063,2.52467595183491,0.202826392603618
EKN05_003690,EKN05_003690,CoA:oxalate CoA-transferase,CDS,1147,78,47,6.90220481146,0.410724457928281,1.83403217585796,0.647567694819427
EKN05_003695,evgS,acid-sensing system histidine kinase EvgS,CDS,3595,260,141,5.59001253813409,0.23428141173252,1.67333095365661,0.760438569567995
EKN05_003700,evgA,acid-sensing system DNA-binding response regulator EvgA,CDS,616,40,23,10.266956893215,-0.48386693245879,-1.25357728637076,0.671068914254124
EKN05_003705,emrK,multidrug efflux MFS transporter periplasmic adaptor subunit EmrK,CDS,1165,106,52,9.64789935137126,0.160599369256719,0.642837375622591,0.992279037431664
EKN05_003710,emrY,multidrug efflux MFS transporter permease subunit EmrY,CDS,1540,90,50,5.81880676567225,0.790680558719523,3.21611444268118,0.0384359572619153
EKN05_003715,dsdA,D-serine ammonia-lyase,CDS,1330,27,21,9.48001634433444,0.0745360458052557,0.182882949997572,0.911814017824819
EKN05_003725,EKN05_003725,LacI family DNA-binding transcriptional regulator,CDS,997,22,15,8.13132383582024,-0.159260548258774,-0.357000495075732,0.860270061546973
EKN05_003730,EKN05_003730,glycoside hydrolase family 32 protein,CDS,1435,22,12,10.1559531272678,-0.0974769167284476,-0.218259311603205,0.871204082312106
EKN05_003740,EKN05_003740,aminoimidazole riboside kinase,CDS,916,11,4,8.08719929171498,-0.5900521728583,-0.750693652466786,0.796899828965219
EKN05_003745,EKN05_003745,hypothetical protein,pseudo,127,3,0,5.80828167044603,-4.83019349122268,-0.568701874448272,0.838737297833164
EKN05_003755,EKN05_003755,DUF4102 domain-containing protein,CDS,496,19,9,7.95763802808455,-0.132019724766212,-0.245068012529982,0.869388148791828
EKN05_003765,yfdC,hypothetical protein,CDS,934,16,11,10.2800936942691,-0.166934243181262,-0.324493143762096,0.86478751779594
EKN05_003770,mlaA,phospholipid-binding lipoprotein MlaA,CDS,757,17,1,5.49522873855724,-7.8557918905494,-4.77034083497497,9.9139573435262e-05
EKN05_003775,EKN05_003775,hypothetical protein,CDS,1060,26,11,9.90803646611758,2.19858068061233,3.36168021935448,0.0257800073845828
EKN05_003780,fadL,long-chain fatty acid transporter FadL,CDS,1342,50,23,8.20450798060107,-0.122692196383601,-0.328241128662286,0.863454487063656
EKN05_003785,EKN05_003785,DUF406 family protein,CDS,286,7,4,11.1059290879002,0.488756947299883,0.548182089759867,0.973415880058479
EKN05_003790,fadI,acetyl-CoA C-acyltransferase FadI,CDS,1312,8,2,9.74952813315178,1.03885873043341,0.691650736477409,0.997115576765432
EKN05_003795,fadJ,fatty acid oxidation complex subunit alpha FadJ,CDS,2146,11,9,7.87339862791482,-0.909252057392585,-1.85232835317625,0.426885803740042
EKN05_003800,sixA,phosphohistidine phosphatase SixA,CDS,487,15,5,6.63973666281275,-0.1168351430566,-0.155943355206451,0.877534230264788
EKN05_003805,EKN05_003805,type 1 fimbrial protein,CDS,565,62,34,5.9576555837464,0.452093738225772,1.60207398862573,0.830144311863061
EKN05_003810,EKN05_003810,fimbrial biogenesis outer membrane usher protein,pseudo,2642,78,37,9.98430388453809,-0.16660603005946,-0.674093656325973,0.813266452728876
EKN05_003815,yfcS,fimbrial protein,CDS,724,8,6,9.37626560721231,-0.122965514959097,-0.231796451780827,0.869049515861394
EKN05_003820,EKN05_003820,fimbrial protein,CDS,508,7,3,11.7296542995502,0.250093349380663,0.246902067567235,0.926915418619663
EKN05_003830,EKN05_003830,fimbrial protein,CDS,430,12,7,8.36774742258006,-0.228846058165971,-0.381827243239149,0.856147740635482
EKN05_003835,EKN05_003835,fimbrial protein,CDS,526,15,6,8.52931220408031,-0.996837351977434,-1.54069306437015,0.553074748530227
EKN05_003840,EKN05_003840,DUF2544 domain-containing protein,CDS,877,54,31,10.2837663698396,-0.222863201831404,-0.78242214613599,0.792985749789848
EKN05_003845,smrB,endonuclease SmrB,CDS,553,15,6,9.55587819321732,-0.379032775965073,-0.484419143226441,0.84978622905623
EKN05_003850,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,CDS,934,13,5,9.9052799426879,-0.529752569581784,-0.680974822243136,0.810028544708458
EKN05_003855,aroC,chorismate synthase,CDS,1087,5,1,7.91445237520885,-1.86062936728409,-0.777849888803259,0.790848143106554
EKN05_003860,mepA,penicillin-insensitive murein endopeptidase,CDS,826,7,4,8.02902085975923,0.185531303605841,0.24109863843274,0.924890175978458
EKN05_003865,EKN05_003865,hypothetical protein,CDS,811,8,4,10.0812389055726,-1.3172361160907,-1.67233329450646,0.503877689135149
EKN05_003870,EKN05_003870,elongation factor P hydroxylase,CDS,550,9,6,6.94953337844355,0.644389117530821,1.20487236683622,0.983258919690794
EKN05_003875,EKN05_003875,YfcL family protein,CDS,280,3,2,8.76823380300542,-0.785178119833573,-0.485532383724605,0.850966061815344
EKN05_003880,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,CDS,2008,20,10,9.39485200146306,-0.349153118973222,-0.778368496959822,0.79169445319441
EKN05_003890,EKN05_003890,MFS transporter,CDS,1180,19,11,5.97749429334862,0.167828714106613,0.299685794468066,0.940402263756143
EKN05_003895,flk,flagella biosynthesis regulator Flk,CDS,997,13,6,9.58407876234987,0.018669844389392,0.0318661430736392,0.903385681843048
EKN05_003900,pdxB,4-phosphoerythronate dehydrogenase PdxB,CDS,1138,11,7,9.85668206897157,0.129395101813075,0.192852379487082,0.913728504130277
EKN05_003905,usg,aspartate-semialdehyde dehydrogenase,CDS,1015,5,1,6.74882724463557,-0.483884244799281,-0.203298576895035,0.873173870057665
EKN05_003910,truA,tRNA pseudouridine(38-40) synthase TruA,CDS,814,19,7,7.08742421404599,-0.56111603842319,-0.782687236940967,0.794117998651864
EKN05_003915,EKN05_003915,DedA family protein,CDS,661,12,9,10.5540907859053,0.828099739995061,1.32175514887712,0.960918499310696
EKN05_003930,dedD,cell division protein DedD,CDS,664,8,4,9.94000432375407,-0.15435394242471,-0.170137438909473,0.876194540410945
EKN05_003940,purF,amidophosphoribosyltransferase,CDS,1519,21,12,11.2701998495152,-0.859851293802465,-2.31415102219889,0.247478338332526
EKN05_003945,ubiX,UbiX family flavin prenyltransferase,CDS,571,4,1,7.20373169155708,1.14907125403956,0.463019610233729,0.947304865820799
EKN05_003960,argT,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,pseudo,676,10,6,9.1052778336855,-0.0216873853369154,-0.0360072779927467,0.88938886756223
EKN05_003965,hisJ,histidine ABC transporter substrate-binding protein HisJ,CDS,784,7,4,10.2725470777445,0.407368749263173,0.501186950299001,0.965031147065565
EKN05_003970,hisQ,histidine ABC transporter permease HisQ,CDS,688,13,9,9.35513435461654,-0.990579662237578,-1.80040573951382,0.449749680876863
EKN05_003975,hisM,histidine ABC transporter permease,CDS,718,9,5,9.7006235897629,-0.465370860687073,-0.592321374347994,0.831427246856556
EKN05_003980,hisP,histidine ABC transporter ATP-binding protein HisP,CDS,775,15,9,10.3626982262834,-1.03381218318038,-2.08612391870644,0.341099195149972
EKN05_003985,EKN05_003985,ISNCY family transposase,CDS,892,57,31,9.47841330799185,-0.392176449135092,-1.34909919348942,0.63717856451907
EKN05_003990,EKN05_003990,TIGR01777 family protein,CDS,895,16,7,4.8925391996071,-1.50759467730335,-2.24624251328659,0.268999358394717
EKN05_003995,folX,dihydroneopterin triphosphate 2'-epimerase,CDS,364,17,12,9.05401136460402,-0.474789495261517,-1.0656455406101,0.729240335238645
EKN05_004000,yfcG,GSH-dependent disulfide bond oxidoreductase,CDS,649,21,11,9.09702313494842,-0.2694651370422,-0.504840853979902,0.845923886730056
EKN05_004005,EKN05_004005,glutathione transferase,CDS,646,4,2,9.59430495616204,0.810341606736758,0.669627325575793,0.987714268294582
EKN05_004010,yfcE,phosphodiesterase,CDS,553,5,4,11.2888832491777,0.445040402170866,0.50283117898436,0.967774163223843
EKN05_004020,yfcC,putative basic amino acid antiporter YfcC,CDS,1522,13,6,9.55826301232747,-0.266808414124403,-0.397672209622982,0.852519184609925
EKN05_004025,pta,phosphate acetyltransferase,CDS,2146,9,1,4.10013707820913,1.37488765261966,0.487498185079591,0.95543874199322
EKN05_004035,EKN05_004035,DUF412 domain-containing protein,CDS,457,11,4,8.06554321746653,-0.866800034466907,-0.949083615226194,0.750520805773867
EKN05_004040,EKN05_004040,YfbU family protein,CDS,496,9,7,8.98097364437035,-0.255248098761759,-0.467757964190662,0.850122776122577
EKN05_004045,hxpA,hexitol phosphatase HpxA,CDS,652,11,8,9.84139831477111,0.415253799009152,0.899401874615693,0.996806250202196
EKN05_004050,yfbS,SLC13 family permease,CDS,1834,17,13,9.76595229092149,0.242794755168806,0.555014769405131,0.970470069930383
EKN05_004060,EKN05_004060,pyridoxal phosphate-dependent aminotransferase,CDS,1219,39,23,10.0939656951133,-0.423097731946465,-1.39431093246241,0.615741234965463
EKN05_004065,lrhA,transcriptional regulator LrhA,CDS,940,20,11,9.87119960675385,-0.929818396547978,-1.91997696691953,0.401346003046827
EKN05_004070,nuoA,NADH-quinone oxidoreductase subunit NuoA,CDS,445,5,2,5.24865857768949,1.82320585792343,1.05473735416523,0.965363595709459
EKN05_004075,nuoB,NADH-quinone oxidoreductase subunit B,CDS,664,6,1,8.5567542065121,3.1891495226371,1.31165198229669,0.97087149872827
EKN05_004080,nuoC,NADH-quinone oxidoreductase subunit C/D,CDS,1804,14,0,0.708448574268679,-11.4556839048028,-1.96682313289887,0.378904751337664
EKN05_004090,nuoF,NADH-quinone oxidoreductase subunit NuoF,CDS,1339,10,3,7.15226083526544,1.63354916784816,1.11825834936966,0.960786776825387
EKN05_004095,nuoG,NADH-quinone oxidoreductase subunit NuoG,CDS,2728,22,5,4.50928420726832,1.16105572174422,1.20710443872253,0.985932873903663
EKN05_004100,nuoH,NADH-quinone oxidoreductase subunit NuoH,CDS,979,7,1,5.79555552802921,1.69643624468051,0.638621324072855,0.983414622596446
EKN05_004105,nuoI,NADH-quinone oxidoreductase subunit NuoI,CDS,544,5,0,4.71981150785443,-2.1977294905382,-0.300050651968912,0.873471732151736
EKN05_004110,nuoJ,NADH-quinone oxidoreductase subunit J,CDS,556,4,1,6.55522566005427,2.00571399407109,0.807904454086012,1.0016601272946
EKN05_004120,nuoL,NADH-quinone oxidoreductase subunit L,CDS,1843,17,2,4.81355813026562,-0.515133019384936,-0.290070001899243,0.874863687461651
EKN05_004125,nuoM,NADH-quinone oxidoreductase subunit M,CDS,1531,25,4,5.70581894649244,0.796982250658127,0.686931274392472,0.994034854240894
EKN05_004130,nuoN,NADH-quinone oxidoreductase subunit NuoN,CDS,1459,13,3,8.16622081378499,1.77114620737295,1.15226815517389,0.964315776336693
EKN05_004145,EKN05_004145,hypothetical protein,pseudo,193,13,8,10.0352244132363,-1.51766468868876,-2.4618684609467,0.195255390984156
EKN05_004150,rbn,ribonuclease BN,CDS,919,26,11,9.86780583795411,-0.043706229859475,-0.0928469482575203,0.880218061670571
EKN05_004155,EKN05_004155,GNAT family N-acetyltransferase,CDS,463,7,5,10.0426340821418,0.74458428812056,0.985964840486247,0.967436217146569
EKN05_004160,elaB,stress response protein ElaB,CDS,307,7,5,8.28239771412993,2.1668918840392,2.1376231022546,0.386819385398374
EKN05_004165,menF,isochorismate synthase MenF,CDS,1297,15,7,9.95570096232634,-0.551664221862806,-0.927079761161913,0.751189934465826
